Country,GA_Name,Formed,Description,Off_website,Address,Jurisdiction,wiki_infobox
Colombia,National Infrastructure Agency,3 November 2011[1],"The National Infrastructure Agency ANI, is a Colombian government agency, part of the Ministry of Transport, in charge of concessions through public–private partnerships, for the design, construction, maintenance, operation, and administration of the transport infrastructure in Colombia.",www.ani.gov.co,"Calle 26 № 59Bogotá, D.C., Colombia",,"{'Agencia Nacional de Infraestructura': 'Agencia Nacional de Infraestructura', nan: nan, 'Agency overview': 'Agency overview', 'Formed': '3\xa0November\xa02011[1]', 'Preceding agency': 'National Institute of Concessions', 'Headquarters': 'Calle 26 № 59Bogotá, D.C., Colombia', 'Annual budget': 'COP$3,194,291,126,869 (2013)[2]COP$2,480,795,934,000 (2014)[3]', 'Agency executive': 'Louis François Kleyn López, President', 'Parent agency': 'Ministry of Transport', 'Website': 'www.ani.gov.co'}"
Colombia,National Intelligence Directorate,"November 4, 2011; 8 years ago","The National Intelligence Directorate is the main Intelligence Agency of Colombia. It is the successor organization to the Administrative Department of Security which was tasked with providing internal and external intelligence, law enforcement and immigration control.",www.dni.gov.co,,,"{'Dirección Nacional de InteligenciaDNI': 'Dirección Nacional de InteligenciaDNI', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'November\xa04, 2011; 8\xa0years ago', 'Preceding agency': 'Administrative Department of Security', 'Jurisdiction': 'Government of Colombia', 'Employees': 'Classified', 'Annual budget': 'Classified', 'Agency executive': 'Adm Alvaro Echandia Durán, Director General', 'Parent agency': 'Presidency of Colombia', 'Website': 'www.dni.gov.co'}"
Colombia,"Institute of Hydrology, Meteorology and Environmental Studies",22 December 1993, 26 years ago[1],"The Institute of Hydrology, Meteorology and Environmental Studies, also known by its acronym in Spanish, IDEAM, is a government agency of the Ministry of Environment and Sustainable Development of Colombia.",www.ideam.gov.co,,22 December 1993
Colombia,National Police of Colombia,"November 5, 1891","The National Police of Colombia is the national police force of Colombia. Although the National Police is not part of the Military Forces of Colombia, it constitutes along with them the ""Public Force"" and is also controlled by the Ministry of Defense.",Website,,Jurisdictional structure,"{'emblem of the national police of colombia': 'Emblem of the National Police of Colombia', 'flag of the national police of colombia': 'Flag of the National Police of Colombia', 'roundel of the national police of colombia': 'Roundel of the National Police of Colombia', 'motto': 'Dios y PatriaGod and Fatherland', 'agency overview': 'Agency overview', 'formed': 'November 5, 1891', 'employees': '180,000 (2018)', 'annual budget': 'US$ 3.6 to 4 billion ($49.210 mil millones of pesos) (2008)[1]', 'jurisdictional structure': 'Jurisdictional structure', 'national agency': 'Colombia', 'operations jurisdiction': 'Colombia', 'general nature': 'Local civilian police', 'operational structure': 'Operational structure', 'agency executive': 'Óscar atehortua duque., General', 'parent agency': 'Colombian Ministry of Defense', 'direcciones': '8 Seguridad CiudadanaCarabineros y Seguridad Rural Investigación Criminal Inteligencia PolicialAntinarcóticos Protección y Servicios Especiales Antisecuestro y Antiextorsión Tránsito y Transporte', 'regiones y comandos departamentales': 'List 5 Metropolitan Police32 Department (State) Police 8 Police Regions', 'facilities': 'Facilities', 'airbases': '5', 'notables': 'Notables', 'person': 'Rosso Jose Serrano, head of agency, for ethics and anticorruption', 'website': 'Website', 'www.policia.gov.co': 'www.policia.gov.co', 'colors: white and greenmarch: hymn of the national police of colombia source:[2]': 'Colors: White and GreenMarch: Hymn of the National Police of Colombia Source:[2]'}"
Colombia,Ministry of Foreign Affairs,6 October 1821,"The Ministry of Foreign Affairs also known as the Chancellery, is the Cabinet position of the Government of Colombia responsible for the international relations of Colombia through its diplomatic missions abroad by formulating foreign policy relevant to the matters of the State.",www.cancilleria.gov.co,"Palacio de San CarlosCalle 10 № 5-51Bogotá, D.C., Colombia04°35′47.10″N 74°04′28.30″W﻿ / ﻿4.5964167°N 74.0745278°W",,"{'Ministerio de Relaciones Exteriores': 'Ministerio de Relaciones Exteriores', nan: nan, 'Palace of St Charles, headquarters of the Ministry.': 'Palace of St Charles, headquarters of the Ministry.', 'Ministry overview': 'Ministry overview', 'Formed': '6 October 1821', 'Headquarters': 'Palacio de San CarlosCalle 10 № 5-51Bogotá, D.C., Colombia04°35′47.10″N 74°04′28.30″W\ufeff / \ufeff4.5964167°N 74.0745278°W', 'Annual budget': 'COP$226,965,457,533 (2012)[1]COP$234,237,000,000 (2013)[2]COP$268,566,000,000 (2014)[3]', 'Ministry executive': 'Carlos Holmes Trujillo, Minister', 'Website': 'www.cancilleria.gov.co'}"
Colombia,Colombian Geological Survey,"December 22, 1916; 103 years ago[1]",The Colombian Geological Survey is a scientific agency of the Colombian government in charge of contributing to the socioeconomic development of the nation through research in basic and applied geosciences ...,SGC.gov.co,"Bogotá, Colombia",Colombia,"{'servicio geológico colombiano': 'Servicio Geológico Colombiano', 'official logo': 'Official logo', 'agency overview': 'Agency overview', 'formed': 'December\xa022, 1916; 103\xa0years ago[1]', 'jurisdiction': 'Colombia', 'headquarters': 'Bogotá, Colombia', 'annual budget': '$195 billion pesos (FY2010)[2]', 'agency executives': 'Oscar Paredes Zapata, Managing DirectorJuan Pablo Marín Echeverry, Secretary General', 'parent agency': 'Ministry of Mines and Energy', 'website': 'SGC.gov.co'}"
Colombia,Coldeportes,3 November 2011,"The Administrative Department of Sport, Recreation, Physical Activity and the Use of Free Time, Coldeportes is the national government department of sports in and for Colombia; it is charged with fomenting, planning and organizing the activities of sport and physical education.",www.coldeportes.gov.co,"Avenida 68 № 55-65Bogotá, D.C., Colombia",,"{'Departamento Administrativo del Deporte la Recreación, la Actividad Física y el Aprovechamiento del Tiempo Libre': 'Departamento Administrativo del Deporte la Recreación, la Actividad Física y el Aprovechamiento del Tiempo Libre', nan: nan, 'Agency overview': 'Agency overview', 'Formed': '3\xa0November\xa02011', 'Colombian Institute of Sport': 'Colombian Institute of Sport', 'Headquarters': 'Avenida 68 № 55-65Bogotá, D.C., Colombia', 'Annual budget': 'COP$145,817,414,686 (2011)[1]COP$248,123,313,894 (2012)[2]COP$334,888,914,916 (2013)[3]', 'Agency executive': 'Andres Botero Phillipsbourne, Director', 'Website': 'www.coldeportes.gov.co'}"
Colombia,ProColombia,5 November 1992,"ProColombia is a government agency of the Executive Branch of the Government of Colombia in charge of promoting Colombian non-traditional exports, international tourism and foreign investment to Colombia ...",www.procolombia.co,"Calle 28 Nos. 13A-15Bogotá, D.C., Colombia",,"{'procolombia english vertical logo': 'ProColombia English vertical logo', 'agency overview': 'Agency overview', 'formed': '5\xa0November\xa01992', 'headquarters': 'Calle 28 Nos. 13A-15Bogotá, D.C., Colombia', 'agency executive': 'Flavia Santoro, Managing Director', 'parent agency': 'Ministry of Commerce, Industry and Tourism', 'website': 'www.procolombia.co'}"
Colombia,Administrative Department of the Presidency of the Republic,26 January 1956,"The Administrative Department of the Presidency of the Republic consists of the immediate staff of the President of Colombia, as well as multiple levels of support staff reporting to the President.",www.presidencia.gov.co,"Calle 7 No 6-54 Bogotá, D.C., Colombia",,"{'departamento administrativo de la presidencia de la república': 'Departamento Administrativo de la Presidencia de la República', 'logo of the dapre': 'Logo of the DAPRE', 'agency overview': 'Agency overview', 'formed': '26 January 1956', 'preceding agency': 'Secretariat of the Presidency of the Republic', 'headquarters': 'Calle 7 No 6-54 Bogotá, D.C., Colombia', 'annual budget': 'COP$381,919,777,712 (2012)[1]COP$259,047,362,457 (2013)[2]COP$277,844,870,333 (2014)[3]', 'agency executive': 'María Lorena Gutiérrez Botero, Director', 'website': 'www.presidencia.gov.co'}"
Colombia,Ministry of Information Technologies and Communications,30 July 2009[1],"Ministry of Information Technologies and Communications, is the national executive ministry of the Government of Colombia responsible for overseeing the information and communication technologies, telecommunications and broadcasting industries in Colombia.",www.mintic.gov.co,"Edificio Murillo Toro,Carrera 8Bogotá, D.C., Colombia04°36′00.22″N 74°04′29.62″W﻿ / ﻿4.6000611°N 74.0748944°W""",,"{'Ministerio de Tecnologías de la Información y las Comunicaciones': 'Ministerio de Tecnologías de la Información y las Comunicaciones', nan: nan, 'MinTIC headquarters in Bogotá.': 'MinTIC headquarters in Bogotá.', 'Ministry overview': 'Ministry overview', 'Formed': '30\xa0July\xa02009[1]', 'Preceding Ministry': 'Ministry of Communications', 'Headquarters': 'Edificio Murillo Toro,Carrera 8Bogotá, D.C., Colombia04°36′00.22″N 74°04′29.62″W\ufeff / \ufeff4.6000611°N 74.0748944°W""', 'Annual budget': 'COP$208,306,200,000 (2012)[2]COP$73,084,400,000 (2013)[3]COP$121,377,300,000 (2014)[4]', 'Ministry executive': 'Silvia Constaín Rengifo, Minister', 'Child agencies': 'CRCTIC Fund4-72RTVC', 'Website': 'www.mintic.gov.co'}"
Colombia,Ministry of Transport,30 December 1992,The Ministry of Transport is the national executive ministry of the Government of Colombia responsible for regulating transportation in Colombia.,www.mintransporte.gov.co,"Avenida El DoradoBogotá, D.C., Colombia04°38′46.17″N 74°05′46.84″W﻿ / ﻿4.6461583°N 74.0963444°W",,"{'Ministerio de Transporte': 'Ministerio de Transporte', nan: nan, 'Ministry overview': 'Ministry overview', 'Formed': '30\xa0December\xa01992', 'Preceding Ministry': 'Ministry of Public Works and Transport', 'Headquarters': 'Avenida El DoradoBogotá, D.C., Colombia04°38′46.17″N 74°05′46.84″W\ufeff / \ufeff4.6461583°N 74.0963444°W', 'Annual budget': 'COP$365,428,400,000 (2012)[1]COP$243,076,600,000 (2013)[2]COP$283,272,440,000 (2014)[3]', 'Ministry executive': 'Ángela María Orozco, Minister', 'Child agencies': 'INVÍASAerocivilANISupertransporte', 'Website': 'www.mintransporte.gov.co'}"
Colombia,Central Bank of Colombia,,"The Bank of the Republic is the central bank of Colombia. It was initially established under the regeneration era in 1880. Its main modern functions, under the new Colombian constitution were detailed by Congress according to Ley 31 de 1992. One of them is the issuance of the Colombian currency, the peso.",,,,
Colombia,Ministry of Environment and Sustainable Development,4 May 2011[1],"The Ministry of Environment and Sustainable Development is the national executive ministry of the Government of Colombia in charge of formulating, implementing, and orienting environmental policy to ensure the sustainable development of the country.",www.minambiente.gov.co,"Calle 37 № 8-40Bogotá, D.C., Colombia04°37′31.31″N 74°04′00.97″W﻿ / ﻿4.6253639°N 74.0669361°W",,"{'Ministerio de Ambiente y Desarrollo Sostenible': 'Ministerio de Ambiente y Desarrollo Sostenible', nan: nan, 'Ministry overview': 'Ministry overview', 'Formed': '4\xa0May\xa02011[1]', 'Preceding Ministry': 'Ministry of Environment, Housing and Territorial Development', 'Headquarters': 'Calle 37 № 8-40Bogotá, D.C., Colombia04°37′31.31″N 74°04′00.97″W\ufeff / \ufeff4.6253639°N 74.0669361°W', 'Annual budget': 'COL$274,026,392,000 (2013)[2]COP$318,331,457,988 (2014)[3]', 'Ministry executive': 'Ricardo Lozano Picón, Minister', 'Website': 'www.minambiente.gov.co'}"
Colombia,"Administrative Department of Science, Technology and Innovation","January 23, 2009","The Administrative Department of Science, Technology and Innovation, also known as Colciencias, is a Colombian government agency that supports fundamental and applied research in Colombia.",www.colciencias.gov.co,"Avenida Calle 26 # 57-41 Torre 8 Pisos del 2 al 6, complejo empresarial Sarmiento Angulo Bogotá, Colombia",,"{'Departamento Administrativo de Ciencia, Tecnología e Innovación': 'Departamento Administrativo de Ciencia, Tecnología e Innovación', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'January\xa023,\xa02009', 'Preceding agency': 'Colombian Institute for the Development of Science and Technology Francisco José de Caldas', 'Headquarters': 'Avenida Calle 26 # 57-41 Torre 8 Pisos del 2 al 6, complejo empresarial Sarmiento Angulo Bogotá, Colombia', 'Annual budget': 'COP$148,292,622,987,234(est. 2010)[1]', 'Agency executive': 'Diego Fernando Hernández Losada, Director', 'Parent agency': 'National Planning Department', 'Key document': 'Ley 1286 de 2009', 'Website': 'www.colciencias.gov.co'}"
